1.1137e-11,1.5712e-10
1.1198e-11,3.1423e-10
1.2297e-11,5.0766e-10
9.8814e-10,2.4722e-06
9.9028e-10,4.9546e-06
1.0337e-09,7.4262e-06
1.0337e-09,1.2109e-05
1.0337e-09,1.307e-05
1.0353e-09,1.5552e-05
1.0353e-09,1.6527e-05
1.0353e-09,2.1209e-05
1.3848e-09,3.2735e-05
1.3848e-09,4.4261e-05
1.3857e-09,4.6063e-05
1.3857e-09,4.7866e-05
1.3857e-09,5.9392e-05
1.3857e-09,6.1194e-05
1.3857e-09,6.2997e-05
1.3857e-09,7.4523e-05
1.3866e-09,7.6345e-05
1.3866e-09,7.8166e-05
1.3866e-09,7.9969e-05
1.3866e-09,8.1771e-05
1.5982e-09,9.047e-05
1.5982e-09,9.9168e-05
1.603e-09,0.00011236
1.603e-09,0.00012105
1.603e-09,0.00013424
1.603e-09,0.00014294
1.603e-09,0.00015613
1.603e-09,0.00016932
1.6078e-09,0.0001825
1.6078e-09,0.00019569
1.6078e-09,0.00020909
1.6078e-09,0.00022249
1.6674e-09,0.0002287
1.6675e-09,0.00023491
1.7442e-09,0.00023732
1.7442e-09,0.00024353
1.7442e-09,0.00025528
1.7473e-09,0.00025764
1.7473e-09,0.00026385
1.7473e-09,0.00027573
1.7543e-09,0.00030924
1.7543e-09,0.00031033
1.7543e-09,0.00034384
1.7543e-09,0.00034492
1.7543e-09,0.00035085
1.7543e-09,0.00035193
1.7543e-09,0.00035786
1.7543e-09,0.00035895
1.7543e-09,0.00039246
1.7543e-09,0.00039839
1.7543e-09,0.0004319
1.7543e-09,0.00043782
1.7543e-09,0.00047134
1.7543e-09,0.00047242
1.7543e-09,0.00047351
1.7543e-09,0.00050702
1.7543e-09,0.00051294
1.7543e-09,0.00051403
1.7543e-09,0.00051511
1.7543e-09,0.00052104
1.7543e-09,0.00052697
1.7543e-09,0.0005329
1.7543e-09,0.00056641
1.7543e-09,0.00059992
1.963e-09,0.00060944
1.963e-09,0.00061888
1.9671e-09,0.00062841
1.9671e-09,0.00062841
1.9671e-09,0.00063793
1.9711e-09,0.00063793
2.1168e-09,0.00064919
2.1168e-09,0.00066046
2.1168e-09,0.00067169
2.1168e-09,0.00068293
2.1179e-09,0.00069419
2.1179e-09,0.00070546
2.1179e-09,0.00071097
2.1179e-09,0.00072223
2.1179e-09,0.0007335
2.1179e-09,0.00073901
2.1189e-09,0.00074452
2.1189e-09,0.00075004
2.1841e-09,0.00075004
2.1841e-09,0.00075004
2.1841e-09,0.00078907
2.1841e-09,0.00082811
2.1841e-09,0.00082811
2.1841e-09,0.00082811
2.2688e-09,0.00082833
2.2688e-09,0.00082856
2.2688e-09,0.00086884
2.2689e-09,0.00086907
2.2689e-09,0.00086929
2.2689e-09,0.00086952
2.2689e-09,0.0009098
2.2689e-09,0.00091003
2.2689e-09,0.00095031
2.2689e-09,0.00099059
2.2689e-09,0.00099082
2.2689e-09,0.00099105
2.3636e-09,0.0010225
2.3636e-09,0.0010273
2.3636e-09,0.0010321
2.3637e-09,0.0010368
2.3637e-09,0.0010683
2.3637e-09,0.0010731
2.3637e-09,0.0010778
2.3637e-09,0.0010826
2.3637e-09,0.0011141
2.3638e-09,0.0011188
2.3638e-09,0.0011503
2.3638e-09,0.0011551
2.4333e-09,0.0011551
2.4362e-09,0.0011731
2.4362e-09,0.0011731
2.4362e-09,0.0011911
2.4392e-09,0.0012091
2.4392e-09,0.0012271
